score,filename,path
5.694654,P1115080.JPG,D:\漫展\Capture\P1115080.JPG
5.694267,P1115230.JPG,D:\漫展\Capture\P1115230.JPG
5.692745,P1115227.JPG,D:\漫展\Capture\P1115227.JPG
5.691866,P1114693.JPG,D:\漫展\Capture\P1114693.JPG
5.691182,P1114702.JPG,D:\漫展\Capture\P1114702.JPG
5.690672,P1115040.JPG,D:\漫展\Capture\P1115040.JPG
5.689965,P1114708.JPG,D:\漫展\Capture\P1114708.JPG
5.688089,P1115331.JPG,D:\漫展\Capture\P1115331.JPG
5.682471,P1115231.JPG,D:\漫展\Capture\P1115231.JPG
5.682257,P1115032.JPG,D:\漫展\Capture\P1115032.JPG
5.682202,P1115158.JPG,D:\漫展\Capture\P1115158.JPG
5.681377,P1115234.JPG,D:\漫展\Capture\P1115234.JPG
5.676441,P1115126.JPG,D:\漫展\Capture\P1115126.JPG
5.674369,P1114827.JPG,D:\漫展\Capture\P1114827.JPG
5.673505,P1114696.JPG,D:\漫展\Capture\P1114696.JPG
5.666542,P1115298.JPG,D:\漫展\Capture\P1115298.JPG
5.658021,P1114824.JPG,D:\漫展\Capture\P1114824.JPG
5.656708,P1114784.JPG,D:\漫展\Capture\P1114784.JPG
5.653248,P1114830.JPG,D:\漫展\Capture\P1114830.JPG
5.645375,P1115171.JPG,D:\漫展\Capture\P1115171.JPG
5.636626,P1115327.JPG,D:\漫展\Capture\P1115327.JPG
5.636393,P1115127.JPG,D:\漫展\Capture\P1115127.JPG
5.635178,P1114820.JPG,D:\漫展\Capture\P1114820.JPG
5.634466,P1114825.JPG,D:\漫展\Capture\P1114825.JPG
5.631988,P1115299.JPG,D:\漫展\Capture\P1115299.JPG
5.626956,P1115302.JPG,D:\漫展\Capture\P1115302.JPG
5.625700,P1115229.JPG,D:\漫展\Capture\P1115229.JPG
5.623386,P1114823.JPG,D:\漫展\Capture\P1114823.JPG
5.620728,P1115351.JPG,D:\漫展\Capture\P1115351.JPG
5.619399,P1114663.JPG,D:\漫展\Capture\P1114663.JPG
5.617820,P1115317.JPG,D:\漫展\Capture\P1115317.JPG
5.614618,P1114852.JPG,D:\漫展\Capture\P1114852.JPG
5.614461,P1114842.JPG,D:\漫展\Capture\P1114842.JPG
5.613274,P1115168.JPG,D:\漫展\Capture\P1115168.JPG
5.612261,P1114933.JPG,D:\漫展\Capture\P1114933.JPG
5.606702,P1114899.JPG,D:\漫展\Capture\P1114899.JPG
5.606495,P1114888.JPG,D:\漫展\Capture\P1114888.JPG
5.606088,P1115199.JPG,D:\漫展\Capture\P1115199.JPG
5.605379,P1115315.JPG,D:\漫展\Capture\P1115315.JPG
5.601717,P1115329.JPG,D:\漫展\Capture\P1115329.JPG
5.601496,P1114697.JPG,D:\漫展\Capture\P1114697.JPG
5.599910,P1115233.JPG,D:\漫展\Capture\P1115233.JPG
5.597798,P1115192.JPG,D:\漫展\Capture\P1115192.JPG
5.597659,P1114811.JPG,D:\漫展\Capture\P1114811.JPG
5.597607,P1115095.JPG,D:\漫展\Capture\P1115095.JPG
5.592107,P1115213.JPG,D:\漫展\Capture\P1115213.JPG
5.590749,P1115290.JPG,D:\漫展\Capture\P1115290.JPG
5.589828,P1114916.JPG,D:\漫展\Capture\P1114916.JPG
5.586306,P1115033.JPG,D:\漫展\Capture\P1115033.JPG
5.583913,P1114783.JPG,D:\漫展\Capture\P1114783.JPG
5.581444,P1115028.JPG,D:\漫展\Capture\P1115028.JPG
5.580501,P1114851.JPG,D:\漫展\Capture\P1114851.JPG
5.579141,P1115295.JPG,D:\漫展\Capture\P1115295.JPG
5.575958,P1115300.JPG,D:\漫展\Capture\P1115300.JPG
5.574138,P1115324.JPG,D:\漫展\Capture\P1115324.JPG
5.573848,P1115211.JPG,D:\漫展\Capture\P1115211.JPG
5.572121,P1114865.JPG,D:\漫展\Capture\P1114865.JPG
5.570274,P1115090.JPG,D:\漫展\Capture\P1115090.JPG
5.568999,P1114840.JPG,D:\漫展\Capture\P1114840.JPG
5.568626,P1114698.JPG,D:\漫展\Capture\P1114698.JPG
5.560055,P1115175.JPG,D:\漫展\Capture\P1115175.JPG
5.553964,P1114828.JPG,D:\漫展\Capture\P1114828.JPG
5.552187,P1114891.JPG,D:\漫展\Capture\P1114891.JPG
5.551480,P1114741.JPG,D:\漫展\Capture\P1114741.JPG
5.550519,P1114829.JPG,D:\漫展\Capture\P1114829.JPG
5.547929,P1114776.JPG,D:\漫展\Capture\P1114776.JPG
5.547191,P1115159.JPG,D:\漫展\Capture\P1115159.JPG
5.543574,P1114901.JPG,D:\漫展\Capture\P1114901.JPG
5.541913,P1115131.JPG,D:\漫展\Capture\P1115131.JPG
5.540897,P1115041.JPG,D:\漫展\Capture\P1115041.JPG
5.540125,P1115319.JPG,D:\漫展\Capture\P1115319.JPG
5.538978,P1115101.JPG,D:\漫展\Capture\P1115101.JPG
5.538957,P1114883.JPG,D:\漫展\Capture\P1114883.JPG
5.538754,P1114855.JPG,D:\漫展\Capture\P1114855.JPG
5.538049,P1114884.JPG,D:\漫展\Capture\P1114884.JPG
5.532715,P1115062.JPG,D:\漫展\Capture\P1115062.JPG
5.532337,P1115286.JPG,D:\漫展\Capture\P1115286.JPG
5.522903,P1115261.JPG,D:\漫展\Capture\P1115261.JPG
5.522838,P1114966.JPG,D:\漫展\Capture\P1114966.JPG
5.520670,P1115332.JPG,D:\漫展\Capture\P1115332.JPG
5.519566,P1114948.JPG,D:\漫展\Capture\P1114948.JPG
5.519166,P1114751.JPG,D:\漫展\Capture\P1114751.JPG
5.518919,P1114841.JPG,D:\漫展\Capture\P1114841.JPG
5.514285,P1114673.JPG,D:\漫展\Capture\P1114673.JPG
5.513674,P1115325.JPG,D:\漫展\Capture\P1115325.JPG
5.513596,P1115396.JPG,D:\漫展\Capture\P1115396.JPG
5.512682,P1115087.JPG,D:\漫展\Capture\P1115087.JPG
5.509601,P1114881.JPG,D:\漫展\Capture\P1114881.JPG
5.505271,P1115322.JPG,D:\漫展\Capture\P1115322.JPG
5.504500,P1114947.JPG,D:\漫展\Capture\P1114947.JPG
5.497791,P1115334.JPG,D:\漫展\Capture\P1115334.JPG
5.497530,P1114898.JPG,D:\漫展\Capture\P1114898.JPG
5.490510,P1115086.JPG,D:\漫展\Capture\P1115086.JPG
